0	1.841055	0.000000
1	3.299570	0.172748
2	4.637910	0.708170
3	5.918242	1.367273
4	7.162815	2.085633
5	8.382539	2.840276
6	9.583712	3.620031
7	10.770356	4.418487
8	11.945220	5.231568
9	13.110286	6.056489
10	14.267035	6.891252
11	15.416609	7.734364
12	16.559911	8.584674
13	17.697668	9.441274
14	18.830479	10.303434
15	19.958839	11.170551
16	21.083169	12.042127
17	22.203825	12.917742
18	23.321116	13.797036
19	24.435307	14.679701
20	25.546633	15.565470
21	26.655298	16.454108
22	27.761484	17.345411
23	28.865355	18.239194
24	29.967055	19.135296
25	31.066714	20.033572
26	32.164451	20.933889
27	33.260373	21.836131
28	34.354577	22.740189
29	35.447153	23.645966
30	36.538181	24.553374
31	37.627738	25.462329
32	38.715892	26.372757
33	39.802707	27.284588
34	40.888243	28.197760
35	41.972554	29.112212
36	43.055691	30.027889
37	44.137703	30.944740
38	45.218633	31.862718
39	46.298524	32.781778
40	47.377414	33.701877
41	48.455340	34.622978
42	49.532337	35.545043
43	50.608436	36.468038
44	51.683670	37.391931
45	52.758066	38.316690
46	53.831652	39.242287
47	54.904454	40.168694
48	55.976496	41.095885
49	57.047802	42.023837
50	58.118394	42.952524
51	59.188292	43.881927
52	60.257518	44.812023
53	61.326089	45.742792
54	62.394025	46.674215
55	63.461342	47.606274
56	64.528058	48.538952
57	65.594187	49.472232
58	66.659745	50.406099
59	67.724747	51.340536
60	68.789207	52.275530
61	69.853137	53.211066
62	70.916552	54.147131
63	71.979462	55.083713
64	73.041881	56.020799
65	74.103818	56.958377
66	75.165286	57.896436
67	76.226295	58.834965
68	77.286854	59.773953
69	78.346974	60.713390
70	79.406665	61.653267
71	80.465934	62.593573
72	81.524792	63.534301
73	82.583245	64.475441
74	83.641304	65.416984
75	84.698975	66.358923
76	85.756266	67.301250
77	86.813185	68.243956
78	87.869738	69.187035
79	88.925933	70.130479
80	89.981777	71.074281
81	91.037276	72.018435
82	92.092435	72.962935
83	93.147263	73.907772
84	94.201763	74.852943
85	95.255943	75.798440
86	96.309807	76.744259
87	97.363362	77.690392
88	98.416612	78.636836
89	99.469562	79.583584
90	100.522219	80.530631
91	101.574585	81.477974
92	102.626667	82.425605
93	103.678468	83.373522
94	104.729994	84.321719
95	105.781248	85.270191
96	106.832235	86.218935
97	107.882960	87.167947
98	108.933425	88.117221
99	109.983635	89.066754
100	111.033593	90.016543
101	112.083305	90.966583
102	113.132772	91.916870
103	114.181999	92.867401
104	115.230989	93.818173
105	116.279746	94.769181
106	117.328272	95.720423
107	118.376572	96.671895
108	119.424648	97.623594
109	120.472503	98.575517
110	121.520141	99.527661
111	122.567563	100.480022
112	123.614774	101.432598
113	124.661776	102.385386
114	125.708572	103.338383
115	126.755164	104.291586
116	127.801555	105.244993
117	128.847747	106.198601
118	129.893744	107.152407
119	130.939547	108.106410
120	131.985160	109.060605
121	133.030583	110.014992
122	134.075821	110.969567
123	135.120874	111.924329
124	136.165746	112.879274
125	137.210438	113.834402
126	138.254953	114.789709
127	139.299292	115.745193
128	140.343458	116.700853
129	141.387453	117.656686
130	142.431278	118.612690
131	143.474936	119.568864
132	144.518428	120.525205
133	145.561757	121.481712
134	146.604924	122.438382
135	147.647932	123.395214
